primaryPosition,Player ID,firstName,lastName,nationality,height_cm,weight,shootsCatches
Defence,8471741,Teemu,Laakso,FIN,185.42,215.0,R
Center,8455919,Craig,Conroy,USA,187.96,193.0,R
Right Wing,8474153,Michal,Repik,CZE,177.8,180.0,R
Right Wing,8472361,Bill,Thomas,USA,185.42,185.0,R
Right Wing,8474146,Spencer,Machacek,CAN,185.42,200.0,R
Left Wing,8474050,Brett,MacLean,CAN,187.96,201.0,R
Defence,8470086,Joe,Callahan,USA,190.5,210.0,R
Defence,8474222,Maxim,Noreau,CAN,182.88,194.0,R
Left Wing,8473997,Luca,Caputi,CAN,190.5,200.0,L
Defence,8474029,Cade,Fairchild,USA,180.34,190.0,L
Center,8473511,David,McIntyre,CAN,182.88,190.0,L
Defence,8471696,Matt,Lashoff,USA,187.96,204.0,L
Right Wing,8471941,Mike,Duco,CAN,177.8,200.0,L
Center,8475372,Andreas,Engqvist,SWE,193.04,199.0,R
Left Wing,8465024,Jon,Sim,CAN,177.8,189.0,L
Right Wing,8470113,John,Zeiler,USA,180.34,204.0,R
Defence,8470656,David,Liffiton,CAN,187.96,210.0,L
Defence,8471395,Trevor,Ludwig,USA,182.88,205.0,L
Defence,8468502,David,Hale,USA,185.42,222.0,L
Center,8471628,Rick,Rypien,CAN,180.34,190.0,R
Defence,8469564,Richard,Petiot,CAN,190.5,215.0,L
Goalie,8469675,Martin,Gerber,CHE,182.88,205.0,L
Defence,8474631,Marc-Andre,Bourdon,CAN,182.88,206.0,L
Defence,8467928,Doug,Janik,USA,187.96,211.0,L
Center,8458361,Doug,Weight,USA,180.34,202.0,L
Left Wing,8458943,Cory,Stillman,CAN,182.88,193.0,L
Center,8471411,Chad,Kolarik,USA,180.34,178.0,R
Center,8470005,Mark,Cullen,USA,180.34,182.0,L
Center,8475603,Ben,Holmstrom,USA,185.42,201.0,R
Right Wing,8474383,Joel,Rechlicz,USA,193.04,220.0,R
Defence,8470787,Drew,Bagnall,CAN,190.5,220.0,L
Defence,8459462,Bryan,McCabe,CAN,187.96,223.0,L
Goalie,8470800,Mike,Brodeur,CAN,187.96,185.0,L
Goalie,8460612,Marty,Turco,CAN,180.34,184.0,L
Goalie,8467959,Sebastien,Caron,CAN,185.42,170.0,L
Center,8458520,Peter,Forsberg,SWE,182.88,205.0,L
Right Wing,8470605,Hugh,Jessiman,USA,198.12,221.0,R
Goalie,8475097,Brad,Thiessen,CAN,182.88,180.0,L
Defence,8468599,Brian,Fahey,USA,185.42,216.0,R
Left Wing,8469681,Ryan,Hollweg,USA,177.8,212.0,L
Right Wing,8470700,Byron,Bitz,CAN,195.58,215.0,R
Center,8471730,Evan,Brophey,CAN,187.96,199.0,L
Center,8475087,Christian,Hanson,USA,193.04,228.0,R
Center,8468432,Steve,Reinprecht,CAN,182.88,188.0,L
Center,8475679,Jarod,Palmer,USA,182.88,200.0,R
Defence,8470996,Danny,Syvret,CAN,182.88,205.0,L
Left Wing,8469672,Aaron,Voros,CAN,187.96,210.0,L
Center,8464984,Josh,Green,CAN,190.5,218.0,L
Left Wing,8469582,Colin,Stuart,USA,187.96,205.0,L
Left Wing,8468510,Jeff,Taffe,USA,190.5,207.0,L
Left Wing,8468086,Alexandre,Giroux,CAN,190.5,208.0,L
Center,8467937,Michael,Zigomanis,CAN,182.88,200.0,R
Center,8470301,Andre,Deveaux,BHS,190.5,239.0,R
Left Wing,8470321,Patrick,Rissmiller,USA,193.04,225.0,L
Center,8475102,Travis,Turnbull,USA,182.88,193.0,R
Right Wing,8473456,Rhett,Rakhshani,USA,177.8,182.0,R
Left Wing,8470203,Greg,Mauldin,USA,180.34,195.0,R
Defence,8460661,Shane,Hnidy,CAN,187.96,204.0,R
Right Wing,8476791,Scott,Arnold,CAN,187.96,195.0,R
Right Wing,8474670,Andre,Petersson,SWE,175.26,175.0,R
Defence,8473931,Lee,Sweatt,USA,175.26,195.0,R
Defence,8471846,Kris,Fredheim,CAN,187.96,170.0,R
Defence,8476224,Chay,Genoway,CAN,175.26,177.0,L
Left Wing,8474195,Maksim,Mayorov,RUS,187.96,198.0,L
Goalie,8474488,Matt,Climie,CAN,190.5,194.0,L
Goalie,8474771,Peter,Mannino,USA,185.42,195.0,L
Center,8473898,Paul,Szczechura,CAN,177.8,186.0,R
Right Wing,8471268,Victor,Oreskovich,CAN,190.5,215.0,R
Defence,8474046,Alex,Plante,CAN,193.04,230.0,R
Defence,8458543,Jassen,Cullimore,CAN,195.58,235.0,L
Center,8474657,Jamie,Arniel,CAN,180.34,183.0,R
Left Wing,8470648,Stefan,Meyer,CAN,187.96,200.0,L
Right Wing,8474693,Tomas,Kubalik,CZE,187.96,212.0,R
Defence,8475641,Brendon,Nash,CAN,190.5,210.0,L
Defence,8471223,Boris,Valabik,SVK,200.66,255.0,L
Defence,8469516,Brendan,Bell,CAN,187.96,205.0,L
Defence,8474002,Colby,Cohen,USA,187.96,200.0,R
Right Wing,8467906,Jonas,Andersson,SWE,190.5,204.0,L
Goalie,8470263,David,Leneveu,CAN,185.42,190.0,L
Right Wing,8474647,Ian,Schultz,CAN,187.96,202.0,R
Left Wing,8469120,Raitis,Ivanans,LVA,193.04,231.0,L
Center,8471863,Mario,Bliznak,SVK,182.88,185.0,L
Left Wing,8475677,Linus,Klasen,SWE,172.72,176.0,L
Defence,8471848,Andrey,Zubarev,RUS,185.42,210.0,L
Defence,8469716,Severin,Blindenbacher,CHE,180.34,189.0,R
Center,8467335,Mark,Bell,CAN,193.04,220.0,L
Left Wing,8471728,Brodie,Dupont,CAN,187.96,210.0,L
Left Wing,8473488,Sergei,Shirokov,RUS,177.8,195.0,R
Goalie,8476803,Shawn,Hunwick,USA,170.18,166.0,L
Center,8468499,Krys,Kolanos,CAN,187.96,195.0,R
Goalie,8471822,Brian,Foster,USA,187.96,185.0,L
Defence,8474163,Kevin,Marshall,CAN,185.42,191.0,L
Defence,8476208,Matt,Campanale,USA,180.34,200.0,L
Right Wing,8471764,Patrick,Davis,USA,187.96,195.0,R
Goalie,8475934,Dennis,Endras,DEU,182.88,167.0,L
Goalie,8471302,Justin,Pogge,CAN,190.5,197.0,L
Defence,8471429,Tyler,Eckford,CAN,185.42,225.0,L
Goalie,8476243,Iiro,Tarkki,FIN,187.96,190.0,L
Defence,8471780,Patrick,McNeill,CAN,182.88,195.0,L
Right Wing,8470809,Jeremy,Williams,CAN,182.88,191.0,R
Goalie,8473532,Mark,Dekanich,CAN,187.96,185.0,L
Defence,8473539,Carl,Sneep,USA,193.04,210.0,R
Defence,8474585,Tyler,Cuma,CAN,185.42,194.0,L
Defence,8471786,Ray,Macias,USA,187.96,195.0,R
Right Wing,8474154,Andreas,Thuresson,SWE,185.42,206.0,R
Defence,8473913,Sean,Collins,USA,185.42,205.0,R
Defence,8475990,Jamie,Doornbosch,CAN,187.96,198.0,L
Right Wing,8471265,Raymond,Sawada,CAN,187.96,207.0,R
Defence,8471011,Garrett,Stafford,USA,185.42,207.0,R
Left Wing,8474691,Philippe,Cornet,CAN,182.88,196.0,L
Goalie,8471845,Jean-Philippe,Levasseur,CAN,185.42,205.0,R
Right Wing,8475173,Scott,Glennie,CAN,185.42,200.0,R
Defence,8474107,Maxim,Goncharov,RUS,190.5,215.0,R
Goalie,8474194,Timo,Pielmeier,DEU,180.34,175.0,L
Center,8475950,Marcel,Mueller,DEU,190.5,220.0,L
Goalie,8469479,Jason,Bacashihua,USA,180.34,177.0,L
Goalie,8476674,Paul,Deutsch,USA,185.42,180.0,R
Right Wing,8465113,Brian,Willsie,CAN,185.42,202.0,R
Defence,8473451,Kevin,Montgomery,USA,185.42,185.0,L
Left Wing,8474143,Ryan,Thang,USA,182.88,194.0,R
Right Wing,8468584,Jon,Disalvatore,USA,185.42,200.0,R
Goalie,8475255,Scott,Stajcer,CAN,190.5,199.0,L
Goalie,8474729,Mike,Murphy,CAN,180.34,172.0,L
Left Wing,8474500,Derek,Whitmore,USA,177.8,190.0,L
Center,8470838,Andrew,Joudrey,CAN,177.8,185.0,L
Goalie,8474737,Patrick,Killeen,CAN,193.04,204.0,L
Defence,8468113,Jeff,Finger,USA,185.42,209.0,R
Defence,8473611,Shane,Sims,USA,185.42,195.0,R
Left Wing,8475219,Kristopher,Foucault,CAN,185.42,188.0,L
Defence,8473916,Steve,Wagner,USA,187.96,200.0,L
Defence,8458172,Darryl,Sydor,CAN,185.42,211.0,L
Defence,8469509,Nathan,Paetsch,CAN,185.42,198.0,L
Left Wing,8459426,Paul,Kariya,CAN,177.8,185.0,L
Right Wing,8462060,Georges,Laraque,CAN,193.04,245.0,R
Center,8462823,Glen,Metropolit,CAN,177.8,196.0,R
Right Wing,8459574,Darcy,Tucker,CAN,177.8,178.0,L
Defence,8471396,Derek,Peltier,USA,180.34,190.0,L
Left Wing,8472263,Chris,Durno,CAN,193.04,223.0,L
Left Wing,8458229,Keith,Tkachuk,USA,187.96,235.0,L
Center,8459122,Stephane,Yelle,CAN,187.96,182.0,L
Left Wing,8466232,Quintin,Laing,CAN,190.5,193.0,L
Left Wing,8470876,Nick,Tarnasky,CAN,187.96,230.0,L
Center,8470631,Kamil,Kreps,CZE,187.96,194.0,R
Defence,8468427,Brian,Pothier,USA,182.88,204.0,L
Defence,8471895,Shaun,Heshka,CAN,185.42,208.0,R
Defence,8467583,Dean,Arsene,CAN,187.96,205.0,L
Center,8456966,Robert,Lang,CZE,190.5,217.0,R
Right Wing,8466202,Maxim,Afinogenov,RUS,182.88,190.0,L
Left Wing,8456887,Vyacheslav,Kozlov,RUS,177.8,190.0,L
Defence,8469488,Mark,Popovic,CAN,185.42,205.0,L
Defence,8469575,Christoph,Schubert,DEU,190.5,230.0,L
Center,8470625,Ryan,Stone,CAN,187.96,207.0,L
Center,8470608,Robert,Nilsson,SWE,180.34,185.0,L
Right Wing,8470004,Jeff,Hoggan,CAN,185.42,193.0,L
Defence,8459443,Anders,Eriksson,SWE,190.5,224.0,L
Right Wing,8467357,Jonathan,Cheechoo,CAN,185.42,206.0,R
Right Wing,8459450,Shean,Donovan,CAN,190.5,218.0,R
Defence,8445550,Rob,Blake,CAN,193.04,220.0,R
Defence,8462045,Jay,McKee,CAN,193.04,203.0,L
Right Wing,8456464,Bill,Guerin,USA,187.96,220.0,R
Center,8467491,Rickard,Wallin,SWE,187.96,195.0,L
Defence,8467343,Martin,Skoula,CZE,190.5,226.0,L
Defence,8468090,Garnet,Exelby,CAN,185.42,215.0,L
Center,8460507,Wayne,Primeau,CAN,193.04,225.0,L
Center,8467882,Jamie,Lundmark,CAN,182.88,197.0,R
Defence,8471671,Dustin,Kohn,CAN,185.42,200.0,L
Right Wing,8459094,Ian,Laperriere,CAN,185.42,200.0,R
Left Wing,8468786,Riley,Cote,CAN,187.96,220.0,L
Right Wing,8471263,Enver,Lisin,RUS,187.96,200.0,L
Defence,8469477,Lukas,Krajicek,CZE,190.5,205.0,L
Right Wing,8469543,Evgeny,Artyukhin,RUS,193.04,255.0,L
Defence,8446053,Chris,Chelios,USA,182.88,191.0,R
Defence,8470101,Tim,Conboy,USA,187.96,210.0,R
Defence,8458519,Aaron,Ward,CAN,187.96,209.0,R
Center,8445735,Rod,Brind'Amour,CAN,185.42,205.0,L
Right Wing,8459547,Scott,Walker,CAN,177.8,196.0,R
Defence,8458517,Scott,Niedermayer,CAN,185.42,194.0,L
Center,8475381,Mika,Pyorala,FIN,182.88,190.0,L
Left Wing,8459246,Donald,Brashear,USA,190.5,237.0,L
Defence,8475128,Ilkka,Heikkinen,FIN,187.96,205.0,L
Left Wing,8466292,Todd,Fedoruk,CAN,187.96,232.0,L
Defence,8471188,Andy,Wozniewski,USA,195.58,225.0,L
Right Wing,8459024,Jere,Lehtinen,FIN,182.88,194.0,R
Left Wing,8471457,Gregory,Stewart,CAN,187.96,202.0,L
Center,8458573,Michael,Nylander,SWE,185.42,200.0,L
Defence,8473385,Ville,Koistinen,FIN,180.34,187.0,L
Left Wing,8459001,Kirk,Maltby,CAN,182.88,195.0,R
Left Wing,8457261,Brad,May,CAN,185.42,213.0,L
Goalie,8473975,Erik,Ersberg,SWE,182.88,165.0,L
Defence,8470058,Staffan,Kronwall,SWE,190.5,209.0,L
Goalie,8465161,Steve,Valiquette,CAN,198.12,210.0,L
Left Wing,8467355,Andrew,Peters,CAN,193.04,240.0,L
Right Wing,8470225,Ilkka,Pikkarainen,FIN,187.96,215.0,R
Defence,8473924,Cory,Murphy,CAN,175.26,175.0,R
Center,8458536,Dean,McAmmond,CAN,180.34,195.0,L
Center,8475638,Brayden,Irwin,CAN,195.58,215.0,R
Center,8475617,Rob,Bordson,USA,187.96,190.0,L
Right Wing,8459648,Pavol,Demitra,SVK,182.88,200.0,L
Defence,8460500,Nolan,Baumgartner,CAN,187.96,195.0,R
Goalie,8469658,Cristobal,Huet,FRA,185.42,205.0,L
Right Wing,8449895,Owen,Nolan,CAN,185.42,214.0,R
Defence,8460770,Kim,Johnsson,SWE,185.42,193.0,L
Right Wing,8466300,Ben,Guite,CAN,185.42,210.0,R
Center,8459064,Derek,Armstrong,CAN,182.88,197.0,R
Left Wing,8471221,Alexandre,Picard,CAN,187.96,206.0,L
Goalie,8459308,Manny,Legace,CAN,177.8,200.0,L
Right Wing,8472215,Ryan,Vesce,USA,172.72,175.0,R
Right Wing,8469666,Brandon,Bochenski,USA,185.42,195.0,R
Defence,8472338,Jaime,Sifers,USA,180.34,198.0,R
Defence,8459433,Brendan,Witt,CAN,187.96,223.0,L
Right Wing,8459534,Miroslav,Satan,SVK,190.5,191.0,L
Defence,8471711,Scott,Jackson,CAN,190.5,219.0,L
Defence,8451224,Mathieu,Schneider,USA,180.34,192.0,L
Defence,8470170,Ole-Kristian,Tollefsen,NOR,187.96,211.0,L
Left Wing,8474177,Jon,Kalinski,CAN,185.42,175.0,L
Left Wing,8470370,Charles,Linglet,CAN,187.96,205.0,L
Goalie,8462117,Vesa,Toskala,FIN,177.8,198.0,L
Right Wing,8471972,Ryan,Keller,CAN,177.8,196.0,R
Right Wing,8471336,David,Laliberte,CAN,185.42,194.0,R
Center,8472248,Jared,Ross,USA,177.8,175.0,L
Defence,8470575,Tom,Preissing,USA,182.88,197.0,R
Goalie,8475080,Johan,Backlund,SWE,187.96,198.0,L
Left Wing,8473496,Oskar,Osala,FIN,193.04,219.0,L
Center,8467857,Jason,Krog,CAN,180.34,185.0,R
Goalie,8473420,Marc,Cheverie,CAN,190.5,186.0,L
Goalie,8473471,Daniel,Larsson,SWE,182.88,184.0,L
Center,8470223,Yan,Stastny,USA,177.8,191.0,L
Defence,8471282,Casey,Borer,USA,187.96,205.0,L
Center,8471829,Justin,Mercier,USA,180.34,190.0,L
Left Wing,8474436,Brock,Trotter,CAN,177.8,180.0,R
Center,8471372,Ben,Walter,CAN,185.42,190.0,L
Center,8475085,MacGregor,Sharp,CAN,185.42,185.0,L
Center,8468503,Nathan,Smith,CAN,187.96,206.0,L
Left Wing,8468517,Andy,Hilbert,USA,177.8,188.0,L
Left Wing,8470383,Chris,Minard,CAN,185.42,190.0,L
Right Wing,8470064,Steven,Goertzen,CAN,187.96,216.0,R
Defence,8475605,Jake,Newton,USA,190.5,200.0,L
Center,8475086,Corey,Elkins,USA,187.96,214.0,L
Left Wing,8466260,Kyle,Calder,CAN,180.34,177.0,L
Center,8470131,Dwight,Helminen,USA,177.8,191.0,L
Defence,8470119,Brett,Skinner,CAN,185.42,183.0,L
Defence,8471327,Wes,O'Neill,CAN,193.04,215.0,L
Right Wing,8471713,Petr,Kalus,CZE,185.42,201.0,L
Defence,8473797,Chris,Lee,CAN,182.88,185.0,L
Left Wing,8470899,Triston,Grant,CAN,185.42,211.0,L
Center,8470970,Drew,Larman,USA,190.5,195.0,R
Left Wing,8471736,Radek,Smolenak,CZE,187.96,207.0,L
Right Wing,8470735,Greg,Moore,USA,185.42,225.0,R
Center,8473491,Tomas,Kana,CZE,182.88,204.0,R
Defence,8473438,Mathieu,Carle,CAN,182.88,203.0,R
Right Wing,8471747,Mikko,Lehtonen,FIN,190.5,196.0,R
Goalie,8470820,Matt,Zaba,CAN,185.42,190.0,L
Left Wing,8468523,Matt,Pettinger,CAN,185.42,205.0,L
Defence,8470208,Joey,Mormina,CAN,198.12,220.0,L
Defence,8471704,Vladimir,Mihalik,SVK,203.2,246.0,L
Defence,8468568,Kurt,Sauer,USA,193.04,222.0,L
Left Wing,8465028,Boyd,Kane,CAN,187.96,229.0,L
Left Wing,8451302,Brendan,Shanahan,CAN,190.5,220.0,R
Goalie,8475130,Alexander,Salak,CZE,185.42,189.0,L
Defence,8473510,Jonas,Junland,SWE,187.96,200.0,L
Goalie,8470584,Wade,Dubielewicz,CAN,177.8,185.0,L
Center,8471738,Perttu,Lindgren,FIN,182.88,188.0,L
Center,8473687,Trevor,Frischmon,USA,182.88,202.0,L
Center,8470671,Danny,Irmen,USA,182.88,182.0,R
Right Wing,8468121,Darren,Haydar,CAN,175.26,170.0,R
Defence,8474511,Jeff,Penner,CAN,177.8,183.0,R
Right Wing,8475607,Cameron,MacIntyre,CAN,185.42,225.0,R
Left Wing,8468707,Guillaume,Lefebvre,CAN,185.42,200.0,L
Defence,8473582,Ivan,Vishnevskiy,RUS,182.88,193.0,L
Defence,8475270,Anton,Klementyev,RUS,185.42,198.0,R
Defence,8467422,Rob,Davison,CAN,187.96,215.0,L
Goalie,8471781,Jeremy,Duchesne,USA,182.88,201.0,L
Goalie,8474708,Alexander,Pechurskiy,RUS,182.88,187.0,L
Left Wing,8469844,Josh,Gratton,CAN,187.96,215.0,L
Defence,8474662,Johan,Motin,SWE,187.96,220.0,R
Left Wing,8471290,Peter,Olvecky,SVK,187.96,220.0,L
Center,8450978,Jeremy,Roenick,USA,185.42,205.0,R
Defence,8470843,Nathan,McIver,CAN,187.96,205.0,L
Defence,8467909,Alexei,Semenov,RUS,198.12,245.0,L
Center,8469587,Tomas,Plihal,CZE,185.42,210.0,L
Right Wing,8469629,Tom,Cavanagh,USA,182.88,200.0,L
Defence,8456547,Bret,Hedican,USA,187.96,210.0,L
Defence,8466203,Josef,Melichar,CZE,187.96,220.0,L
Defence,8459493,Marek,Malik,CZE,198.12,235.0,L
Right Wing,8471277,Martins,Karsums,LVA,177.8,198.0,R
Center,8446788,Sergei,Fedorov,RUS,187.96,207.0,L
Center,8459428,Viktor,Kozlov,RUS,193.04,232.0,R
Defence,8467354,Dmitri,Kalinin,RUS,190.5,210.0,L
Center,8447958,Bobby,Holik,CZE,193.04,230.0,R
Defence,8468650,Erik,Reitz,USA,185.42,222.0,R
Left Wing,8458530,Markus,Naslund,SWE,182.88,191.0,L
Left Wing,8459479,Ville,Peltonen,FIN,180.34,182.0,L
Right Wing,8460735,Richard,Zednik,SVK,182.88,200.0,L
Center,8465968,Brett,McLean,CAN,180.34,184.0,L
Goalie,8470266,Tobias,Stephan,CHE,187.96,180.0,L
Left Wing,8473973,Antti,Pihlstrom,FIN,180.34,190.0,L
Defence,8460254,Greg,De Vries,CAN,187.96,205.0,L
Right Wing,8459441,Landon,Wilson,USA,190.5,224.0,R
Defence,8467939,Dan,Jancevski,CAN,190.5,222.0,L
Center,8460105,Radek,Bonk,CZE,187.96,210.0,L
Left Wing,8471778,Jordan,Lavallee-Smotherman,USA,190.5,225.0,L
Center,8466399,Eric,Perrin,CAN,175.26,180.0,L
Right Wing,8448772,Claude,Lemieux,CAN,185.42,215.0,R
Defence,8467956,Niclas,Havelid,SWE,182.88,200.0,L
Left Wing,8471360,Steve,Regier,CAN,193.04,194.0,L
Center,8469733,Cam,Paddock,CAN,182.88,178.0,R
Defence,8469689,Tomas,Mojzis,CZE,185.42,195.0,L
Defence,8445739,Patrice,Brisebois,CAN,187.96,197.0,R
Right Wing,8460540,Mathieu,Dandenault,CAN,182.88,208.0,R
Right Wing,8468647,Craig,Weller,CAN,193.04,220.0,R
Right Wing,8460639,Andre,Roy,USA,193.04,229.0,L
Right Wing,8466147,Jason,Ward,CAN,187.96,208.0,R
Center,8470639,Dan,Fritsche,USA,185.42,204.0,R
Left Wing,8450900,Gary,Roberts,CAN,187.96,215.0,L
Center,8459425,Chris,Gratton,CAN,193.04,226.0,L
Defence,8462115,Daniel,Tjarnqvist,SWE,185.42,207.0,L
Center,8467483,Tyler,Arnason,USA,180.34,204.0,L
Center,8469528,Garth,Murray,CAN,187.96,210.0,L
Defence,8456850,Ken,Klee,USA,185.42,210.0,R
Center,8468548,Joel,Lundqvist,SWE,185.42,194.0,L
Center,8464960,Boyd,Devereaux,CAN,187.96,195.0,L
Defence,8467531,Jonas,Frogren,SWE,185.42,189.0,L
Defence,8467350,Mike,Van Ryn,CAN,185.42,213.0,R
Goalie,8448382,Curtis,Joseph,CAN,180.34,193.0,L
Center,8470373,Jeff,Hamilton,USA,177.8,185.0,R
Right Wing,8465067,Jesse,Boulerice,USA,187.96,215.0,R
Left Wing,8471235,Lukas,Kaspar,CZE,187.96,225.0,R
Right Wing,8465175,Dan,Hinote,USA,182.88,187.0,R
Defence,8467348,Christian,Backman,SWE,193.04,210.0,L
Left Wing,8473904,Kyle,Greentree,CAN,190.5,215.0,L
Center,8458976,Michael,Peca,CAN,180.34,183.0,R
Center,8469475,Jiri,Novotny,CZE,190.5,204.0,R
Left Wing,8468560,Ryan,Bayda,CAN,180.34,185.0,L
Defence,8470743,Lasse,Kukkonen,FIN,182.88,190.0,L
Defence,8469044,Wade,Brookbank,CAN,193.04,225.0,L
Defence,8467949,Frantisek,Kaberle,CZE,182.88,190.0,L
Defence,8467369,Ossi,Vaananen,FIN,193.04,215.0,L
Right Wing,8470564,Joe,Motzko,USA,182.88,184.0,R
Center,8467905,Michael,Ryan,USA,185.42,188.0,L
Defence,8473923,Darcy,Campbell,CAN,185.42,180.0,L
Defence,8471803,Brian,Salcido,USA,187.96,188.0,L
Defence,8449924,Teppo,Numminen,FIN,187.96,198.0,R
Goalie,8470090,Fredrik,Norrena,FIN,182.88,190.0,L
Center,8451774,Mats,Sundin,SWE,195.58,231.0,R
Defence,8468184,Lawrence,Nycholat,CAN,182.88,200.0,L
Left Wing,8462082,Brad,Larsen,CAN,182.88,210.0,L
Left Wing,8468884,Mitchell,Fritz,CAN,203.2,249.0,L
Defence,8469919,Thomas,Pock,AUT,185.42,210.0,L
Goalie,8471230,Marek,Schwarz,CZE,182.88,180.0,R
Goalie,8468550,Mikael,Tellqvist,SWE,182.88,189.0,
Defence,8458494,Sergei,Zubov,RUS,185.42,198.0,R
Left Wing,8462209,P.J.,Axelsson,SWE,185.42,188.0,L
Defence,8471004,Aaron,MacKenzie,CAN,185.42,195.0,L
Defence,8458527,Philippe,Boucher,CAN,190.5,218.0,R
Goalie,8471706,Tyler,Plante,USA,190.5,203.0,L
Defence,8462050,Denis,Gauthier,CAN,187.96,220.0,L
Defence,8471746,Phil,Oreskovic,CAN,193.04,217.0,R
Right Wing,8468868,Ben,Ondrus,CAN,180.34,208.0,R
Goalie,8458988,Manny,Fernandez,CAN,182.88,207.0,L
Center,8451359,Mike,Sillinger,CAN,180.34,198.0,R
Defence,8471288,Scott,Lehman,CAN,185.42,194.0,L
Right Wing,8458982,Darren,McCarty,CAN,185.42,210.0,R
Goalie,8448535,Olie,Kolzig,DEU,190.5,224.0,L
Right Wing,8474225,Nate,Raduns,USA,190.5,212.0,R
Defence,8450824,Luke,Richardson,CAN,190.5,214.0,L
Defence,8458954,Jason,Smith,CAN,190.5,220.0,R
Right Wing,8472008,Kurtis,McLean,CAN,182.88,190.0,R
Center,8471641,Mike,Iggulden,CAN,190.5,215.0,R
Goalie,8471305,Daniel,Lacosta,CAN,185.42,186.0,L
Center,8471763,Ilya,Zubov,RUS,182.88,211.0,L
Right Wing,8465992,Aaron,Downey,CAN,185.42,215.0,R
Center,8468714,Janis,Sprukts,LVA,190.5,235.0,L
Defence,8473433,Kevin,Quick,USA,182.88,181.0,L
Defence,8471359,Janne,Niskala,FIN,182.88,187.0,L
Defence,8473827,Jamie,Fraser,CAN,185.42,200.0,L
Center,8451101,Joe,Sakic,CAN,180.34,195.0,L
Left Wing,8470635,Petr,Vrana,CZE,177.8,174.0,L
Right Wing,8470199,Barry,Tallackson,USA,195.58,215.0,R
Defence,8475073,Geoff,Kinrade,CAN,182.88,195.0,L
Defence,8456588,Jamie,Heward,CAN,187.96,215.0,R
Goalie,8473650,Miika,Wiikman,SWE,182.88,180.0,L
Goalie,8459463,Kevin,Weekes,CAN,187.96,215.0,L
Goalie,8467430,Dany,Sabourin,CAN,193.04,204.0,L
Goalie,8462055,Marc,Denis,CAN,185.42,193.0,L
Left Wing,8471480,Janne,Pesonen,FIN,180.34,180.0,L
Center,8471477,Jakub,Petruzalek,CZE,177.8,176.0,R
Defence,8459406,Bryan,Helmer,CAN,187.96,208.0,R
Defence,8470200,Ryan,Lannon,USA,185.42,200.0,L
Center,8471516,Riley,Armstrong,CAN,180.34,185.0,R
Defence,8467392,Alex,Henry,CAN,198.12,231.0,L
Left Wing,8464983,Dan,Lacouture,USA,187.96,215.0,L
Left Wing,8466266,Mike,York,USA,177.8,185.0,R
Right Wing,8468604,Michel,Ouellet,CAN,185.42,193.0,R
Goalie,8473632,Josh,Tordjman,CAN,185.42,156.0,
Left Wing,8473407,Per,Ledin,SWE,182.88,194.0,L
Center,8465041,Craig,MacDonald,CAN,185.42,201.0,L
Center,8471334,Alexander,Nikulin,RUS,185.42,198.0,L
Left Wing,8471237,Kris,Chucko,CAN,187.96,190.0,R
Goalie,8470772,Chris,Holt,CAN,190.5,229.0,L
Left Wing,8473905,Sean,Bentivoglio,CAN,177.8,190.0,L
Right Wing,8475068,David,Sloane,USA,193.04,220.0,R
Goalie,8473474,Riku,Helenius,FIN,190.5,211.0,L
Defence,8475115,Jamie,Fritsch,USA,187.96,195.0,L
Defence,8474076,John,Negrin,CAN,187.96,195.0,L
Right Wing,8469920,Graham,Mink,USA,187.96,225.0,R
Goalie,8468489,Brent,Krahn,CAN,193.04,232.0,L
Left Wing,8470295,Connor,James,CAN,177.8,180.0,R
Defence,8471253,Grant,Lewis,USA,190.5,190.0,R
Center,8458069,Bryan,Smolinski,USA,185.42,203.0,R
Center,8466110,Randy,Robitaille,CAN,180.34,200.0,L
Center,8473979,Jaroslav,Hlinka,CZE,177.8,185.0,L
Defence,8467352,Vitaly,Vishnevski,RUS,187.96,215.0,L
Left Wing,8458978,Sergei,Brylin,RUS,177.8,190.0,L
Left Wing,8462035,Chad,Kilger,CAN,193.04,224.0,L
Defence,8466353,Karel,Rachunek,CZE,187.96,220.0,R
Right Wing,8465016,Scott,Parker,USA,195.58,240.0,R
Defence,8471358,Bryan,Young,CAN,185.42,191.0,L
Defence,8460757,Dick,Tarnstrom,SWE,185.42,205.0,L
Center,8466357,Wyatt,Smith,USA,180.34,205.0,L
Defence,8467887,Jeff,Jillson,USA,190.5,215.0,R
Left Wing,8457921,Geoff,Sanderson,CAN,182.88,190.0,L
Left Wing,8447091,Martin,Gelinas,CAN,180.34,202.0,L
Defence,8455805,Keith,Carney,USA,185.42,207.0,L
Right Wing,8467966,Branko,Radivojevic,SVK,182.88,208.0,R
Defence,8456595,Sean,Hill,USA,182.88,204.0,R
Left Wing,8462081,Jan,Hlavac,CZE,182.88,201.0,L
Goalie,8470084,Hannu,Toivonen,FIN,187.96,200.0,L
Defence,8462040,Kyle,McLaren,CAN,193.04,235.0,L
Center,8460534,Curtis,Brown,CAN,182.88,200.0,L
Defence,8468750,Micki,Dupont,CAN,177.8,186.0,R
Left Wing,8458534,Martin,Rucinsky,CZE,185.42,205.0,L
Right Wing,8466109,Mike,Johnson,CAN,187.96,202.0,R
Center,8459571,Andreas,Karlsson,SWE,193.04,201.0,L
Left Wing,8469786,Karl,Stewart,CAN,180.34,185.0,L
